get_dHdl_XVG,total,unres2res_state_26_x1,14,12967453.008308602,4.013595342636108,52046109,1552545343.3368917,1552545347.350487
get_dHdl_XVG,total,unres2res_state_30_x1,11,12666690.773686742,4.140296936035156,52443861,1552545347.4099586,1552545351.5502555
get_dHdl_XVG,total,unres2res_state_40_x1,19,10966195.868689053,4.794199705123901,52574133,1552545351.619095,1552545356.4132948
get_dHdl_XVG,total,unres2res_state_32_x1,17,12439521.449164443,4.185582637786865,52066645,1552545356.480845,1552545360.6664276
get_dHdl_XVG,total,unres2res_state_24_x1,14,13031629.902832769,3.969491720199585,51728947,1552545360.7302327,1552545364.6997244
get_dHdl_XVG,total,unres2res_state_20_x1,13,13266505.033450028,3.8521852493286133,51105035,1552545364.7651587,1552545368.617344
get_dHdl_XVG,total,unres2res_state_18_x1,15,12546495.753486928,4.061593770980835,50958769,1552545368.683455,1552545372.7450488
get_dHdl_XVG,total,unres2res_state_8_x1,17,12444454.242921207,3.964848279953003,49340373,1552545372.808572,1552545376.7734203
get_dHdl_XVG,total,unres2res_state_36_x1,16,9395805.171814408,5.5991737842559814,52608746,1552545376.8318725,1552545382.4310462
get_dHdl_XVG,total,unres2res_state_34_x1,20,11246699.790100956,4.650030851364136,52297501,1552545382.4937685,1552545387.1437993
get_dHdl_XVG,total,unres2res_state_22_x1,16,14307176.465395289,3.5959582328796387,51448009,1552545387.2074714,1552545390.8034296
get_dHdl_XVG,total,unres2res_state_2_x1,23,10076328.839928564,4.75434136390686,47906307,1552545390.8687303,1552545395.6230717
get_dHdl_XVG,total,unres2res_state_12_x1,14,11498619.07079817,4.353012800216675,50053636,1552545395.6902738,1552545400.0432866
get_dHdl_XVG,total,unres2res_state_10_x1,22,10731330.072854385,4.629715204238892,49683002,1552545400.1120367,1552545404.741752
get_dHdl_XVG,total,unres2res_state_28_x1,13,11491140.926986748,4.549320936203003,52276888,1552545404.8151836,1552545409.3645046
get_dHdl_XVG,total,unres2res_state_0_x1,16,11690049.23073291,4.071844100952148,47600058,1552545409.4246974,1552545413.4965415
get_dHdl_XVG,total,unres2res_state_4_x1,22,9791096.423273088,4.964414596557617,48607062,1552545413.560783,1552545418.5251975
get_dHdl_XVG,total,unres2res_state_14_x1,8,14824812.845473973,3.3677470684051514,49926220,1552545418.5921955,1552545421.9599426
get_dHdl_XVG,total,unres2res_state_16_x1,17,13411499.382978484,3.7636163234710693,50475738,1552545422.0203955,1552545425.7840118
get_dHdl_XVG,total,unres2res_state_6_x1,18,12626024.25166416,3.870779037475586,48872550,1552545425.8494656,1552545429.7202446
get_dHdl_XVG,total,unres2res_state_38_x1,14,13929396.602628635,3.7857298851013184,52732933,1552545429.7915711,1552545433.577301
get_dHdl_XVG,total,res2rep_state_20_x1,10,16895796.810734935,3.5462145805358887,59916121,1552545433.6722047,1552545437.2184193
get_dHdl_XVG,total,res2rep_state_40_x1,24,11298335.024609458,5.1345603466033936,58011983,1552545437.2818713,1552545442.4164317
get_dHdl_XVG,total,res2rep_state_0_x1,11,15553977.804972446,3.8953778743743896,60588621,1552545442.487555,1552545446.382933
get_dHdl_XVG,total,rep2repghost_state_34_x2,292,16491992.22925035,131.7463719844818,2172760143,1552545446.6154754,1552545578.3618474
get_dHdl_XVG,total,rep2repghost_state_44_x2,285,16965736.83432547,136.7900905609131,2320744678,1552545581.136176,1552545717.9262667
get_dHdl_XVG,total,rep2repghost_state_32_x1,324,16547827.571196843,133.42244052886963,2207851540,1552545720.471733,1552545853.8941736
get_dHdl_XVG,total,rep2repghost_state_8_x2,308,19865154.822079487,108.75564813613892,2160447788,1552545856.5397456,1552545965.2953937
get_dHdl_XVG,total,rep2repghost_state_42_x1,304,16670998.781651016,138.39869117736816,2307244412,1552545967.7873945,1552546106.1860857
get_dHdl_XVG,total,rep2repghost_state_22_x2,330,15539006.25613178,142.69363641738892,2217317309,1552546108.6157959,1552546251.3094323
get_dHdl_XVG,total,rep2repghost_state_52_x2,300,17924642.051380143,126.46955490112305,2266921502,1552546253.988508,1552546380.458063
get_dHdl_XVG,total,rep2repghost_state_24_x1,281,20211659.473104328,106.69704127311707,2156524265,1552546383.1513739,1552546489.8484151
get_dHdl_XVG,total,rep2repghost_state_54_x1,302,19866055.82907671,116.62395524978638,2316858006,1552546492.617835,1552546609.2417903
get_dHdl_XVG,total,rep2repghost_state_26_x1,306,21063509.94623673,104.50135469436646,2201165324,1552546611.8750753,1552546716.37643
get_dHdl_XVG,total,rep2repghost_state_18_x2,298,18516975.12614558,118.8475501537323,2200697130,1552546719.0063052,1552546837.8538554
get_dHdl_XVG,total,rep2repghost_state_56_x1,316,18412449.69994504,122.59938931465149,2257355089,1552546840.1261983,1552546962.7255876
get_dHdl_XVG,total,rep2repghost_state_68_x2,302,19744389.735712737,110.67492747306824,2185208902,1552546965.307984,1552547075.9829116
get_dHdl_XVG,total,rep2repghost_state_20_x2,298,19710316.25457556,112.26008605957031,2212681799,1552547078.5455842,1552547190.8056703
get_dHdl_XVG,total,rep2repghost_state_50_x2,309,18615648.08595823,124.13820219039917,2310913086,1552547193.5171325,1552547317.6553347
get_dHdl_XVG,total,rep2repghost_state_30_x1,286,20675991.570299886,104.2363133430481,2155189136,1552547320.072371,1552547424.3086843
get_dHdl_XVG,total,rep2repghost_state_40_x1,329,19196662.8983373,121.58185625076294,2333965909,1552547426.5207927,1552547548.102649
get_dHdl_XVG,total,rep2repghost_state_36_x2,318,18567330.08560398,119.92063283920288,2226605974,1552547550.4286716,1552547670.3493044
get_dHdl_XVG,total,rep2repghost_state_78_x1,284,17883635.254700895,120.26311945915222,2150741763,1552547672.9506125,1552547793.213732
get_dHdl_XVG,total,rep2repghost_state_46_x2,286,18358656.78344008,128.38860368728638,2357042310,1552547795.7849243,1552547924.173528
get_dHdl_XVG,total,rep2repghost_state_44_x1,323,17621812.10279635,133.79868984222412,2357775372,1552547926.730221,1552548060.5289109
